isbn,line_num,line_content
9788901119113,91,● 아이 공부방 꾸미기
9788901119113,92,코너별 정리 ……
9788901119113,93,"책상 정리, 붙박이장, 기타 용품"
9788901119113,94,어린이 가구에서 배우는 수납 기술 ……
9788901119113,96,PART 3.
9788901119113,97,정리에 재미 들다!
9788901119113,98,수납 & 정리로
9788901119113,99,200% 변신
9788901119113,101,Case Study
9788901119113,102,귀차니스트 싱글족의 원룸 공간 확 바꾸기
9788901119113,103,제점 진단 ……
9788901119113,104,동선 배치 ……
9788901119113,105,스타일 정하기 ……
9788901119113,106,코너별 정리 ……
9788901119113,107,"베란다, 벽면 선반 설치, 화장대, 옷, 드레스장, 침실 공간"
9788901119113,109,Case Study
9788901119113,110,17평형 아파트 거실 & 아이방 정리
9788901119113,111,문제점 진단 ……
9788901119113,112,수납 처방 ……
9788901119113,113,코너별 정리 ……
9788901119113,114,"아이 방 꾸미기, 주방용품 수납, 가구 배치와 수납 아이디어"
9788901119113,116,Epilogue
9788998338367,1,Chapter I 컴퓨터 보안 개요
9788998338367,2,Chapter II 기초 암호화 기법
9788998338367,3,Chapter III 대칭키 암호 알고리즘
9788998338367,4,Chapter IV 공개키 암호화 알고리즘
9788998338367,5,Chapter V 전자 서명
9788998338367,6,Chapter VI 키 관리와 인증서
9788998338367,7,Chapter VII 인증과 인가
9788998338367,8,Chapter VIII 인증 프로토콜
9788998338367,9,Chapter IX 인터넷 인증 프로토콜
9788998338367,10,Chapter X 소프트 웨어 보안
9788988393918,1,SPSS Statistics 분류분석
9788949968735,3,祝 星州李氏 先祖史發刊 | 월송 이상욱
9788928521722,4,참고문헌
9788928521722,7,제1편 충암 김정 선생 편&#20914;庵 金淨
9788928521722,9,충암 김정 선생의 생전에 남긴 자취[影]
9788931469820,1,초보자
9788931469820,2,닭
9788931469820,3,소
9788931469820,4,돼지
9788931469820,5,양
9788931469820,6,말
9788931469820,7,늑대
9788931469820,8,스켈레톤
9788931469820,9,거미
9788931469820,10,좀비
9788931469820,11,크리퍼
9788931469820,13,탐험가
9788931469820,14,꿀벌
9788931469820,15,당나귀
9788931469820,16,노새
9788931469820,17,낙타
9788931469820,18,스니퍼
9788931469820,19,앵무새
9788931469820,20,염소
9788931469820,21,오실롯
9788931469820,22,토끼
9788931469820,23,무시룸
9788931469820,24,판다
9788931469820,25,팬텀
9788931469820,26,닭 기수
9788931469820,27,스켈레톤 말 및 스켈레톤 기수
9788931469820,28,거미 기수
9788931469820,30,마을 손님
9788931469820,31,주민
9788931469820,32,고양이
9788931469820,33,철 골렘
9788931469820,34,떠돌이 상인
9788931469820,35,라마 및 상인 라마
9788931469820,36,알레이
9788931469820,37,약탈자
9788931469820,38,파괴수
9788931469820,39,소환사 및 벡스
9788931469820,40,변명자
9788931469820,41,좀비 주민
9788931469820,42,마녀
9788931469820,44,극한의 여행자
9788931469820,45,박쥐
9788931469820,46,여우
9788931469820,47,북극곰
9788931469820,48,눈 골렘
9788931469820,49,좀벌레
9788931469820,50,슬라임
9788931469820,51,허스크
9788931469820,52,동굴 거미
9788931469820,53,스트레이
9788931469820,54,워든
9788931469820,56,친수성 탐험가
9788931469820,57,대구 및 연어
9788931469820,58,아홀로틀
9788931469820,59,바다 거북
9788931469820,60,열대어
9788931469820,61,개구리 및 올챙이
9788931469820,62,돌고래
9788931469820,63,오징어
9788931469820,64,발광 오징어
9788931469820,65,복어
9788931469820,66,드라운드
9788931469820,67,가디언
9788931469820,68,엘더 가디언
9788931469820,70,네더 전문가
9788931469820,71,스트라이더
9788931469820,72,피글린
9788931469820,73,난폭한 피글린
9788931469820,74,좀비화된 피글린
9788931469820,75,호글린 및 조글린
9788931469820,76,블레이즈
9788931469820,77,가스트
9788931469820,78,마그마 큐브
9788931469820,79,위더 스켈레톤
9788931469820,80,위더
9788931469820,82,엔드 전문가
9788931469820,83,엔더맨
9788931469820,84,엔더마이트
9788931469820,85,셜커
9788931469820,86,엔더 드래곤
9788931469820,87,마치며
9788960771260,1,0x100장 들어가며
9788960771260,3,0x200장 프로그래밍
9788960771260,4,0x210 프로그래밍이란?
9788960771260,5,0x220 가상 코드
9788960771260,6,0x230 제어 구조
9788960771260,7,0x231 If-Then-Else
9788960771260,8,0x232 While/Until 루프
9788960771260,9,0x233 For 루프
9788960771260,10,0x240 기본적인 프로그래밍 개념
9788960771260,11,0x241 변수
9788960771260,12,0x242 산술 연산자
9788960771260,13,0x243 비교 연산자
9788960771260,14,0x244 함수
9788960771260,15,0x250 직접 해보기
9788960771260,16,0x251 큰 그림 이해하기
9788960771260,17,0x252 x86 프로세서
9788960771260,18,0x253 어셈블리 언어
9788960771260,19,0x260 기본으로 돌아가기
9788960771260,20,0x261 문자열
9788960771260,21,"0x262 Signed, Unsigned, Long, Short"
9788960771260,22,0x263 포인터
9788960771260,23,0x264 형식 문자열
9788960771260,24,0x265 형 변환
9788960771260,25,0x266 커맨드라인 인자
9788960771260,26,0x267 변수 범위
9788960771260,27,0x270 메모리 세그먼트
9788960771260,28,0x271 C에서의 메모리 세그먼트
9788960771260,29,0x272 힙 사용하기
9788960771260,30,0x273 오류 확인된 malloc()
9788960771260,31,0x280 기초 쌓기
9788960771260,32,0x281 파일 접근
9788960771260,33,0x282 파일 권한
9788960771260,34,0x283 사용자 ID
9788960771260,35,0x284 구조체
9788960771260,36,0x285 함수 포인터
9788960771260,37,0x286 가상 난수
9788960771260,38,0x287 확률 게임
9788960771260,40,0x300장 공격
9788960771260,41,0x310 일반 공격 기법
9788960771260,42,0x320 버퍼 오버플로우
9788960771260,43,0x321 스택 기반 버퍼 오버플로우의 취약점
9788960771260,44,0x330 BASH 셸로 해킹하기
9788960771260,45,0x331 환경 변수 이용하기
9788960771260,46,0x340 기타 세그먼트 오버플로우
9788960771260,47,0x341 힙 기반 오버플로우
9788960771260,48,0x342 함수 포인터 오버플로우
9788960771260,49,0x350 포맷 스트링
9788960771260,50,0x351 포맷 인자
9788960771260,51,0x352 포맷 스트링 취약점
9788960771260,52,0x353 임의의 메모리 주소에서 읽기
9788960771260,53,0x354 임의의 메모리 주소에 쓰기
9788960771260,54,0x355 인자에 직접 접근
9788960771260,55,0x356 쇼트 쓰기 기법
9788960771260,56,0x357 소멸자를 이용한 우회법
9788960771260,57,0x358 노트 검색 프로그램의 취약점
9788960771260,58,0x359 전역 오프셋 테이블 덮어쓰기
9788960771260,60,0x400장 네트워킹
9788960771260,61,0x410 OSI 모델
9788960771260,62,0x420 소켓
9788960771260,63,0x421 소켓 함수
9788960771260,64,0x422 소켓 주소
9788960771260,65,0x423 네트워크 바이트 순서
9788960771260,66,0x424 인터넷 주소 변환
9788960771260,67,0x425 간단한 서버 예제
9788960771260,68,0x426 웹 클라이언트 예제
9788960771260,69,0x427 작은 웹서버
9788960771260,70,0x430 하위 계층 해부
9788960771260,71,0x431 데이터링크 계층
9788960771260,72,0x432 네트워크 계층
9788960771260,73,0x433 전송 계층
9788960771260,74,0x440 네트워크 스니핑
9788960771260,75,0x441 로 소켓 스니퍼
9788960771260,76,0x442 libpcap 스니퍼
9788960771260,77,0x443 계층 해독
9788960771260,78,0x444 능동 스니핑
9788960771260,79,0x450 서비스 거부
9788960771260,80,0x451 SYN 홍수
9788960771260,81,0x452 죽음의 핑
9788960771260,82,0x453 티어드랍
9788960771260,83,0x454 핑 홍수
9788960771260,84,0x455 증폭 공격
9788960771260,85,0x456 분산 DoS 홍수
9788960771260,86,0x460 TCP/IP 하이재킹
9788960771260,87,0x461 RST 하이재킹
9788960771260,88,0x462 지속되는 하이재킹
9788960771260,89,0x470 포트 스캐닝
9788960771260,90,0x471 스텔스 SYN 스캔
9788960771260,91,"0x472 FIN, X-mas, Null 스캔"
9788960771260,92,0x473 가짜 스캔 패킷 이용
9788960771260,93,0x474 유휴 스캐닝
9788960771260,94,0x475 사전 방어(가리개)
9788960771260,95,0x480 네트워크 건너 해킹하기
9788960771260,96,0x481 GDB로 분석하기
9788960771260,97,0x482 tinyweb 공격해보기
9788960771260,98,0x483 포트 바인딩 셸코드
9788960771260,100,0x500장 셸코드
9788960771260,101,0x510 어셈블리와 C
9788960771260,102,0x511 어셈블리 리눅스 시스템 콜
9788960771260,103,0x520 셸코드로 가는 길
9788960771260,104,0x521 스택을 사용한 어셈블리 명령
9788960771260,105,0x522 GDB로 조사
9788960771260,106,0x523 널 바이트 제거
9788960771260,107,0x530 셸을 생성하는 셸코드
9788960771260,108,0x531 권한 문제
9788960771260,109,0x532 셸코드 좀 더 작게 만들기
9788960771260,110,0x540 포트 바인딩 셸코드
9788960771260,111,0x541 표준 파일 서술자 복제
9788960771260,112,0x542 분기 제어 구조
9788960771260,113,0x550 커넥트 백 셸코드
9788960771260,115,0x600장 대응책
9788960771260,116,0x610 탐지 대응책
9788960771260,117,0x620 시스템 데몬
9788960771260,118,0x621 시그널
9788960771260,119,0x622 tinyweb 데몬
9788960771260,120,0x630 주요 툴
9788960771260,121,0x631 tinywebd 공격 툴
9788960771260,122,0x640 로그 파일
9788960771260,123,0x641 군중 속에 숨기
9788960771260,124,0x650 보지 못하고 지나치기
9788960771260,125,0x651 한 번에 하나씩
9788960771260,126,0x652 원래대로 만들기
9788960771260,127,0x653 자식 프로세스 호출
9788960771260,128,0x660 고급 위장법
9788960771260,129,0x661 로그의 IP 주소 스푸핑
9788960771260,130,0x662 로그없는 공격
9788960771260,131,0x670 전체 기반 시스템
9788960771260,132,0x671 소켓 재사용
9788960771260,133,0x680 페이로드 은닉
9788960771260,134,0x681 문자열 인코딩
9788960771260,135,0x682 썰매 숨기는 방법
9788960771260,136,0x690 버퍼 제한
9788960771260,137,0x691 다형의 출력 가능한 ASCII 셸코드
9788960771260,138,0x6a0 대응책 보강
9788960771260,139,0x6b0 실행 불가능 스택
9788960771260,140,0x6b1 ret2libc
9788960771260,141,0x6b2 system()으로 리턴
9788960771260,143,0x6c0 임의 스택 공간
9788960771260,144,0x6c1 BASH와 GDB로 조사
9788960771260,145,0x6c2 linux-gate 이용기
9788960771260,146,0x6c3 응용 지식
9788960771260,147,0x6c4 첫 번째 시도
9788960771260,148,0x6c5 도박하기
9788960771260,150,0x700장 암호학
9788960771260,151,0x710 정보 이론
9788960771260,152,0x711 절대적 보안
9788960771260,153,0x712 원타임 패드
9788960771260,154,0x713 양자 키 분배
9788960771260,155,0x714 계산 불능 보안
9788960771260,156,0x720 알고리즘 실행 시간
9788960771260,157,0x721 점근 표기법
9788960771260,158,0x730 대칭 암호 방식
9788960771260,159,0x731 러브 그로버의 양자 검색 알고리즘
9788960771260,160,0x740 비대칭 암호화
9788960771260,161,0x741 RSA
9788960771260,162,0x742 피터 쇼어의 양자 인수분해 알고리즘
9788960771260,163,0x750 혼성 암호
9788960771260,164,0x751 맨 인 더 미들 공격
9788960771260,165,0x752 SSH 프로토콜 호스트 핑거프린트 버전 이용
9788960771260,166,0x753 퍼지 핑거프린트
9788960771260,167,0x760 비밀번호 크래킹
9788960771260,168,0x761 사전 공격
9788960771260,169,0x762 전수 조사 공격
9788960771260,170,0x763 해시 룩업 테이블
9788960771260,171,0x764 비밀번호 확률 행렬
9788960771260,173,0x770 무선 802.11b 암호화
9788960771260,174,0x771 WEP
9788960771260,175,0x772 RC4 스트림 암호 방식
9788960771260,176,0x780 WEP 공격
9788960771260,177,0x781 오프라인 전수 조사 공격
9788960771260,178,0x782 키스트림 재사용
9788960771260,179,0x783 IV 기반 복호화 사전 테이블
9788960771260,180,0x784 IP 리다이렉션
9788960771260,181,"0x785 Fluhrer, Mantin, Shamir 공격"
9788960771260,183,0x800장 결론
9788960771260,184,0x810 참고 문헌
9788960771260,185,0x820 소스코드
9788950952891,3,세상에서 가장 유명한 전투｜불가능해 보이는 승리｜중보병과 투석병의 룰｜거인과 싸우는 법
9788995737064,2,들어가기에 앞서
9788995737064,5,마인드맵이란 무엇인가?｜마인드맵은 왜 효과적인가?｜마인드맵의 기원은?｜어디에 사용하는가?｜마인드맵에서 얻을 수 있는 이점은?｜마인드맵을 사용할 때 장애물은?｜종합마인드맵
9791186886892,2,도서 가이드
9791186886892,6,CHAPTER .1 안드로이드 (Android) 소개
9791160687422,2,한국 독자를 위한 저자 서문 &#8729;
9788984680876,1,SECTION1.데이터베이스 개념
9788984680876,2,SECTION2.데이터 모델
9788984680876,3,SECTION3.관계 데이터 연산
9788984680876,4,SECTION4.SQL
9788984680876,5,SECTION5.QUEL과 QBE
9788984680876,6,SECTION6.관계형 데이터베이스 설계
9788984680876,7,SECTION7.데이터베이스 운영 및 관리
9788978122832,1,실습 0 Java 프로그래밍 실습 준비
9788978122832,2,실습 1 Java 프로그래밍 맛보기
9788978122832,3,실습 2 기본적인 Java 프로그램 작성 및 실행
9788978122832,4,실습 3 Java 기본 자료형과 기본적인 입출력
9788978122832,5,실습 4 Java 연산자 및 기본 자료형의 형변환
9788978122832,6,실습 5 조건문. 순환문 및 Java 배열
9788978122832,7,실습 6 Java 객체 레퍼런스와 정적 변수 및 메쏘드
9788978122832,8,실습 7 Java 메쏘드와 레퍼런스 타입
9788978122832,9,실습 8 Java 패키지 및 문서화를 위한 주석문
9788978122832,10,실습 9 상송과 동적 바인딩
9788978122832,11,실습 10 상속과 다형성
9788978122832,12,실습 11 인터페이스와 Inner 클래스
9788978122832,13,실습 12 예외 처리 및 입출력 스트림
9788978122832,14,실습 13 Swing 컴포넌트 및 이벤트 리스너
9788978122832,15,실습 14 Java 이벤트 모델 및 배치 관리
9788972832713,1,제1편 데이터 구조와 알고리즘
9791164134847,3,소곤소곤 스트레스 해소하기
9791164134847,6,꼬불꼬불 미로 찾기
9791164134847,9,완전 인싸! 나만의 사인 만들기
9791164134847,12,요리 금손 으뜸이의 시크릿 레시피
9791164134847,15,알쏭달쏭 다른 그림 찾기
9791164134847,18,우당탕탕 홈 비디오
9788972805830,1,개발자용
9791164458752,1,그림으로 보는 징비록
9791164458752,2,류성룡이 직접 쓴 서문
9791164458752,4,징비록 1권
9791143010612,1,자율과 통제의 AI와 오픈소스
9788965880011,1,1권
9788965880011,3,패턴 0. 언어의 기술 매뉴얼 : 이 책을 효율적으로 공부하는 방법
9788968482618,1,소개
9788968482618,2,사업 목표
9788968482618,3,이상적인 시스템 구조
9788968482618,4,이상적인 릴리스 과정
9788968482618,5,이상적인 운영
9788968482618,7,= 1부 설계: 시스템 만들기 =
9791191600681,2,번역서 추천사
9791191600681,4,원서 추천사
9788965422891,1,이렇게 공부하면 좋아요!
9788965422891,34,[부록] 중국어 말하기 학습을 돕는 기초 어법
9791172449018,1,합격으로 이끄는 이 책의 특징 및 구성
9791172449018,2,최신 출제경향과 학습 전략
9791172449018,3,합격을 위한 막판 학습 플랜
9791172449018,5,1회 실전동형모의고사
9791172449018,6,2회 실전동형모의고사
9791172449018,7,3회 실전동형모의고사
9791172449018,8,4회 실전동형모의고사
9791172449018,9,5회 실전동형모의고사
9791172449018,10,6회 실전동형모의고사
9791172449018,11,7회 실전동형모의고사
9791172449018,12,8회 실전동형모의고사
9791172449018,13,9회 실전동형모의고사
9791172449018,14,10회 실전동형모의고사
9791172449018,15,11회 실전동형모의고사
9791172449018,16,12회 실전동형모의고사
9791172449018,17,13회 실전동형모의고사
9791172449018,18,14회 실전동형모의고사
9791172449018,19,15회 실전동형모의고사
9791172449018,20,16회 실전동형모의고사
9791172449018,23,[책 속의 책] 약점 보완 해설집
9791143008596,1,인공지능 번역의 미래를 사유하다
9791171712465,1,《소맥거핀과 인체 친구들》 더 알차게 읽는 법
9791171712465,2,캐릭터 소개
9791171712465,7,인체 친구들 탐구 편1 뇌
9791171712465,10,인체 친구들 탐구 편2 오줌
9791171712465,13,인체 친구들 탐구 편3 혀
9791171712465,14,깔깔 소맥이네 놀이터1 인체 친구들 따라 그리기
9791171712465,17,인체 친구들 탐구 편4 소화 기관
9791171712465,20,인체 친구들 탐구 편5 혈액
9791171712465,25,인체 친구들 탐구 편6 체온
9791171712465,26,깔깔 소맥이네 놀이터2 다른 그림 찾기
9791140714063,1,1단. 비율
9791140714063,2,2단. 공간
9791140714063,3,3단. 균형
9791140714063,4,4단. 색의 속성
9791140714063,5,5단. 질감
9791140714063,6,6단. 형과 형태
9791140714063,7,7단. 움직임
9791140714063,8,8단. 율동
9791140714063,9,9단. 서체
9791197073045,1,들어가는 말
9791169210027,1,지은이 글
9791169210027,2,이 책의 내용
9788965425670,1,쓰기가 쉬워지는 기초 문법
9788955508116,2,소개의 글
9788920034459,1,준비하기
9788963927015,1,컴퓨터시스템구조
9788970572956,1,신동을 키운 앞선 교육
9788996644552,1,제I장 빅데이터(Big Data)의 개요 및 처리기술
9788957332313,2,아우 강희맹이 쓴 『양화소록』 서문 養花小錄序
9788957332313,3,강희안이 직접 쓴 『양화소록』 서문 自序
9791143007711,1,AI 시대의 장소 만들기
9791172445416,2,실전모의고사 1회
9791172445416,3,실전모의고사 2회
9791172445416,4,실전모의고사 3회
9791172445416,5,실전모의고사 4회
9791172445416,6,실전모의고사 5회
9791172445416,7,실전모의고사 6회
9791172445416,8,실전모의고사 7회
9791172445416,9,실전모의고사 8회
9791172445416,11,OCR 답안지
9791172445416,14,실전모의고사 1회 정답 및 해설
9791172445416,15,실전모의고사 2회 정답 및 해설
9791172445416,16,실전모의고사 3회 정답 및 해설
9791172445416,17,실전모의고사 4회 정답 및 해설
9791172445416,18,실전모의고사 5회 정답 및 해설
9791172445416,19,실전모의고사 6회 정답 및 해설
9791172445416,20,실전모의고사 7회 정답 및 해설
9791172445416,21,실전모의고사 8회 정답 및 해설
9791172440169,2,실전모의고사 1회
9791172440169,3,언어논리영역
9791172440169,4,상황판단영역
9791172440169,5,자료해석영역
9791172440169,6,OCR 답안지
9791172440169,8,실전모의고사 2회
9791172440169,9,언어논리영역
9791172440169,10,상황판단영역
9791172440169,11,자료해석영역
9791172440169,12,OCR 답안지
9791172440169,14,실전모의고사 3회
9791172440169,15,언어논리영역
9791172440169,16,상황판단영역
9791172440169,17,자료해석영역
9791172440169,18,OCR 답안지
9791172440169,20,실전모의고사 4회
9791172440169,21,언어논리영역
9791172440169,22,상황판단영역
9791172440169,23,자료해석영역
9791172440169,24,OCR 답안지
9791172440169,26,실전모의고사 5회
9791172440169,27,언어논리영역
9791172440169,28,상황판단영역
9791172440169,29,자료해석영역
9791172440169,30,OCR 답안지
9791172440169,34,실전모의고사 1회 정답 및 해설
9791172440169,35,실전모의고사 2회 정답 및 해설
9791172440169,36,실전모의고사 3회 정답 및 해설
9791172440169,37,실전모의고사 4회 정답 및 해설
9791172440169,38,실전모의고사 5회 정답 및 해설
9788975274978,1,편지 번역문
9788975274978,3,퇴계 선생과 몽재 안도 연표
9788975274978,4,번역을 마치며
9788975274978,6,원문
9788993827903,3,컨텍스트를 구성하는 다섯 가지 힘
9788993827903,4,모바일
9788993827903,5,소셜 미디어
9788993827903,6,데이터
9788993827903,7,센서
9788993827903,8,위치
9788993827903,10,"구글 글래스로, 보다"
9788993827903,11,평범한 하루
9788993827903,12,즉각적인 욕구
9788993827903,13,미래를 보기 위해 과거를 되짚기
9788993827903,14,팔로 알토를 넘어서
9788993827903,15,기이한 요소 극복하기
9788993827903,16,상세 스펙
9788993827903,17,"킬러 앱, 그리고 킬러 잡기"
9788993827903,18,매우 사적인 비서
9788993827903,19,대중 시장 가능성
9788993827903,20,곧 다가올 것이다
9788993827903,21,거대한 수직적 앱
9788993827903,22,경쟁
9788993827903,23,패션에 맞추다
9788993827903,24,첩보 활동에는 부적합
9788993827903,25,누가 누구를 감시하는가?
9788993827903,27,컨텍스트 속 고객
9788993827903,28,컨텍스트 속 스포츠 팬
9788993827903,29,적시 경험
9788993827903,30,매직 마운틴
9788993827903,31,와인 여행객
9788993827903,32,우버 경험
9788993827903,33,월마트 쇼핑객을 주목하라
9788993827903,34,아이스크림 인센티브
9788993827903,36,컨텍스트로 가는 길
9788993827903,37,길동무
9788993827903,38,충돌 방지 시스템
9788993827903,39,차량 도난 방지
9788993827903,40,자동차의 클라우드
9788993827903,41,휴대폰이 핵심이다
9788993827903,42,개인화된 자동차
9788993827903,43,폰 말고 차라리 차를 가져가세요
9788993827903,44,사각지대
9788993827903,46,기이하고 오싹한 드라이브
9788993827903,47,복잡하다!
9788993827903,48,졸음 운전자들과 작은 노력들
9788993827903,49,정부의 벽
9788993827903,51,신 도시인
9788993827903,52,신 도시인
9788993827903,53,클라우드 기반 정부
9788993827903,54,도시 모델링
9788993827903,55,더 현명한 접근
9788993827903,56,컨텍스트 기반 도시 관련 스타트업
9788993827903,57,미래 창조자들
9788993827903,59,컨텍스트 기반의 자아
9788993827903,60,알약에 들어 있는 센서들
9788993827903,61,건강을 위한 웨어러블 기기
9788993827903,62,계량화된 자아
9788993827903,63,소셜 피트니스 네트워크
9788993827903,64,"뇌물, 거짓말, 그리고 당뇨병"
9788993827903,65,부모의 최고 조력자
9788993827903,66,제자리에서 숨쉬기
9788993827903,67,장소가 중요하다
9788993827903,68,노인들을 위한 웨어러블
9788993827903,69,당신을 괴롭히는 모든 것들
9788993827903,70,암 투병
9788993827903,71,병원 안의 골칫거리
9788993827903,73,왜 웨어러블이 중요한가
9788993827903,74,라스베이거스에서 시작된 것
9788993827903,75,"카지노, 대항하다"
9788993827903,76,수요보다 공급이 많은 거대 시장
9788993827903,77,커넥티드 휴먼
9788993827903,79,당신의 새로운 절친 PCA
9788993827903,80,지켜야 할 더 많은 약속들
9788993827903,81,개인용 컨텍스트 활용 비서
9788993827903,82,여러 선택권들
9788993827903,83,소름 돋는 중매쟁이
9788993827903,84,고객 서비스 PCA
9788993827903,86,컨텍스트를 활용한 집
9788993827903,87,가정용 PCA
9788993827903,88,컨텍스트 활용 TV
9788993827903,89,사용자 친화적인 제스처들
9788993827903,90,한 번의 클릭으로 배송까지
9788993827903,91,모든 것을 연결하다
9788993827903,92,가정용 비서 로봇
9788993827903,94,핀포인트 마케팅
9788993827903,95,2%를 위한 방해
9788993827903,96,잘못된 컨텍스트
9788993827903,97,의도의 경제
9788993827903,98,일대일 마케팅
9788993827903,99,온라인으로의 진출
9788993827903,100,조준점을 맞추다
9788993827903,101,새로운 일대일 마케팅
9788993827903,102,교활한 짓은 그만!
9788993827903,103,창을 통한 광고가 사라진다
9788993827903,104,사토리를 통한 마이크로 세일
9788993827903,105,고객들의 진로 방향을 전환시키다
9788993827903,106,어두운 면
9788993827903,108,신용이 새로운 통화 가치를 갖는 이유
9788993827903,109,침묵할 권리
9788993827903,110,꾸밈없이 말하기
9788993827903,111,인간이 가진 무효화 기능
9788993827903,112,사생활은 주관적이다
9788993827903,113,신용이 새로운 화폐이다
9788993827903,115,재회:
9788993827903,118,국내 혁신가들이 말하는 컨텍스트의 시대
9788989984030,1,2권
9788997750139,1,Table of Contents
9788997750139,2,리눅스 커널 소스 해설 [기초입문]
9788997750139,3,저작권
9788997750139,4,ISBN
9788997750139,8,커널 소스 빌드 및 버전관리
9788997750139,9,커널 소스 다운로드
9788997750139,10,커널 소스 빌드 및 설치
9788997750139,11,커널 소스 버전업
9788997750139,12,커널 소스 코딩 형식
9788997750139,13,들여쓰기
9788997750139,14,긴줄과 문자열 나누기
9788997750139,15,괄호와 공백 배치
9788997750139,16,공백
9788997750139,17,작명
9788997750139,18,타입 재정의
9788997750139,19,함수들
9788997750139,20,goto 사용
9788997750139,22,"Macros, Enums"
9788997750139,23,커널 메세지 출력
9788997750139,24,메모리 할당
9788997750139,25,inline 함수
9788997750139,26,함수 반환값
9788997750139,27,bool 사용
9788997750139,28,커널 매크로 활용
9788997750139,29,Inline assembly
9788997750139,30,GCC 확장속성(attributes)
9788997750139,31,커널 데이터 타입 이해
9788997750139,32,커널 비트 단위 연산
9788997750139,33,커널 비트맵 이해
9788997750139,34,커널 모듈 프로그래밍
9788997750139,35,커널 sort 테스트
9788997750139,36,커널 성능측정 도구
9788997750139,37,perf 설치하기
9788997750139,38,perf 활용하기
9788997750139,39,perf record
9788997750139,40,perf report
9788997750139,41,perf probe
9788997750139,42,perf 소스 빌드하기
9788997750139,43,ftrace 활용
9788997750139,44,추적 가능 항목들
9788997750139,45,이벤트 단위 추적
9788997750139,46,함수 단위 추적
9788997750139,47,함수 그래프 추적
9788997750139,48,ftrace 중요 옵션들
9788997750139,49,crash 도구 사용
9788997750139,50,crash 설치하기
9788997750139,51,crash 실행(Live)
9788997750139,52,crash 실행(덤프 파일)
9788997750139,53,crash 명령어
9788997750139,54,backtrace 명령
9788997750139,55,ps 명령
9788997750139,56,struct 명령
9788997750139,57,task 명령
9788997750139,58,vm 명령
9788997750139,59,kmem 명령
9788997750139,60,sym 명령
9788997750139,61,p 명령
9788997750139,62,list 명령
9788997750139,63,tree 명령
9788997750139,64,foreach 명령
9788997750139,65,kprobes 이해
9788997750139,66,debug objects 이해
9788997750139,67,debug objects 개념
9788997750139,68,debug objects 함수들
9788997750139,69,debug_objects_early_init()
9788997750139,70,debug_object_init()
9788997750139,71,debug_object_free()
9788997750139,72,debug_object_activate()
9788997750139,73,debug_object_deactivate()
9788997750139,74,debug objects 활용
9788997750139,75,커널 디버그 메세지 출력
9788997750139,76,메세지 출력 레벨 조정
9788997750139,77,다이나믹 레벨 조정
9788997750139,78,kobject 이해
9788997750139,79,user copy 테스트
9788997750139,80,커널 메모리 주소 이해
9788997750139,81,메모리 user copy 실습
9788997750139,82,list sort 테스트
9788997750139,83,커널 Linked List 개념
9788997750139,84,커널 List Sort 예제
9788901270364,1,[출간 10주년 서문] 각자의 자리에서 또 열심히 살아주시기를 부탁드립니다
9788901270364,2,[prologue] 당신은 어떻게 나이 들고 싶은가
9788959967506,4,2월 초1일 관에 머물다
9788959967506,5,2월 초2일 천주당에 가다
9788959967506,6,2월 초3일 간정동에 가다
9788959967506,7,2월 초4일 관에 머물다
9788959967506,8,2월 초5일 관에 머물다
9788959967506,9,2월 초6일 태화전을 보고 유리창에 가다
9788959967506,10,2월 초7일 관에 머물다
9788959967506,11,2월 초8일 간정동에 가다
9788959967506,12,2월 초9일 관에 머물다
9788959967506,13,2월 초10일 관에 머물다
9788959967506,16,2월 11일 서산에 가다
9788959967506,17,2월 12일 간정동에 가다
9788959967506,18,2월 13일 관에 머물다
9788959967506,19,2월 14일 관에 머물다
9788959967506,20,2월 15일 관에 머물다
9788959967506,21,2월 16일 관에 머물다
9788959967506,22,2월 17일 간정동에 가다
9788959967506,25,2월 18일 관에 머물다
9788959967506,26,2월 19일 관에 머물다
9788959967506,27,2월 20일 관에 머물다
9788959967506,28,2월 21일 관에 머물다
9788959967506,29,2월 22일 관에 머물다
9788959967506,30,2월 23일 간정동에 가다
9788959967506,31,2월 24일 관에 머물다
9788959967506,32,2월 25일 관에 머물다
9788959967506,33,2월 26일 간정동에 가다
9788959967506,34,2월 27일 관에 머물다
9788959967506,35,2월 28일 관에 머물다
9788959967506,36,2월 29일 관에 머물다
9788959967506,39,3월 초1일 북경에서 출발하여 통주에서 자다
9788959967506,40,3월 초2일 연교포에서 아침을 먹고 삼하에서 자다
9788959967506,41,3월 초3일 방균점에서 점심을 먹고 반산을 보고 계주에서 자다
9788959967506,42,3월 초4일 송가성을 보고 봉산점에서 점심을 먹고 옥전현에서 자다
9788959967506,43,3월 초5일 옥전현서 출발하여 초7일 영평부에 이르다
9788959967506,46,3월 초8일 영평부에서 출발하여 초9일 팔리포에 이르다
9788959967506,47,3월 초10일 팔리포에서 출발하여 14일 소릉하에 이르다
9788959967506,48,3월 15일 소릉하에서 출발하여 17일 소흑산에 이르다
9788959967506,49,3월 18일 소흑산에서 출발하여 22일 심양에 이르다
9788959967506,50,3월 23일 심양에서 출발하여 29일 송참에 이르다
9788959967506,51,3월 30일 삼차하에서 점심을 먹고 책문에서 자다
9788959967506,52,4월 초1일로부터 초7일에 이르러 책문에 머물다
